id,nome,posição,idade,data_nascimento,nacionalidade,time,liga,total_jogos,jogos_escalados,minutos_jogados,gols_sofridos,defesas,gols,assistências,total_chutes,chutes_no_gol,dribles_tentados,dribles_realizados,total_passes,passes_chaves,índice_passes_certos,desarmes,faltas_sofridas,faltas_cometidas
79632,Ignacio Andrés Yepez Guzmán,Attacker,23,20/10/1998,Colombia,Cerro,Liga Uruguai,12,4,503,0,0,1,0,0,0,0,0,0,0,0,0,0,0
101811,Franco Sebastián López Taborda,Attacker,29,20/10/1992,Uruguay,Cerro,Liga Uruguai,18,10,979,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51642,Joaquín Antonio Boghossian Lorenzo,Attacker,34,19/06/1987,Uruguay,Cerro,Liga Uruguai,17,7,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51839,Maicol Gabriel Cabrera Galain,Attacker,25,11/05/1996,Uruguay,Cerro,Liga Uruguai,18,14,1223,0,0,7,0,0,0,0,0,0,0,0,0,0,0
51352,Emiliano Agustín Villar Vidal,Attacker,22,21/10/1999,Uruguay,Cerro,Liga Uruguai,12,10,850,0,0,2,0,0,0,0,0,0,0,0,0,0,0
12315,Gonzalo Andrés Jara González,Midfielder,23,01/12/1998,Chile,Progreso,Liga Uruguai,20,14,1378,0,0,2,0,0,0,0,0,0,0,0,0,0,0
51652,Alison Nicola Pérez Barone,Goalkeeper,31,05/02/1990,Uruguay,Progreso,Liga Uruguai,24,24,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64287,Heber Javier Méndez Leiva,Defender,39,06/11/1982,Uruguay,Progreso,Liga Uruguai,11,10,926,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9634,Federico Platero Gozzaneo,Defender,30,07/02/1991,Uruguay,Progreso,Liga Uruguai,16,16,1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209955,Lucas Agustín Ferreira Zagas,Defender,21,16/06/2000,Uruguay,Progreso,Liga Uruguai,17,16,1411,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51390,Rodrigo Iván Díaz,Defender,25,11/07/1996,Argentina,Progreso,Liga Uruguai,4,4,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51424,Pablo Martín Marta Rodríguez,Defender,24,28/01/1997,Uruguay,Progreso,Liga Uruguai,8,6,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5670,Rodrigo Gastón Mieres Pérez,Defender,32,19/04/1989,Uruguay,Progreso,Liga Uruguai,5,4,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51670,Anthony Alexis Sosa Martínez,Defender,25,27/07/1996,Uruguay,Progreso,Liga Uruguai,6,5,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51659,Mauricio Loffreda Zinula,Defender,31,29/10/1990,Uruguay,Progreso,Liga Uruguai,14,14,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51655,Danilo Asconeguy Ruiz,Defender,35,04/09/1986,Uruguay,Progreso,Liga Uruguai,8,7,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36370,Joaquín Gottesman Villanueva,Midfielder,25,05/02/1996,Uruguay,Progreso,Liga Uruguai,19,14,1151,0,0,3,0,0,0,0,0,0,0,0,0,0,0
51668,Mathías Damián Riquero Beretta,Midfielder,39,29/08/1982,Uruguay,Progreso,Liga Uruguai,13,10,954,0,0,2,0,0,0,0,0,0,0,0,0,0,0
51663,Gonzalo Sebastián Andrada Acosta,Midfielder,24,04/07/1997,Uruguay,Progreso,Liga Uruguai,12,11,996,0,0,1,0,0,0,0,0,0,0,0,0,0,0
101832,Fabricio Fernández Pertusso,Midfielder,28,09/04/1993,Uruguay,Progreso,Liga Uruguai,16,9,709,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51665,Esteban Ricardo González Maciel,Midfielder,30,26/01/1991,Uruguay,Progreso,Liga Uruguai,18,14,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51671,Rodrigo Pascual Viega Alves,Midfielder,30,07/08/1991,Uruguay,Progreso,Liga Uruguai,16,11,1040,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51382,Facundo Peraza Fontana,Attacker,29,27/07/1992,Uruguay,Progreso,Liga Uruguai,13,13,1131,0,0,2,0,0,0,0,0,0,0,0,0,0,0
101885,Luis Santiago Gáspari Vázquez,Attacker,27,18/07/1994,Uruguay,Progreso,Liga Uruguai,6,6,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51384,Ricardo Nahuel Roldán Pinela,Attacker,23,21/12/1998,Uruguay,Progreso,Liga Uruguai,17,4,636,0,0,3,0,0,0,0,0,0,0,0,0,0,0
51501,Álex Maximiliano Silva Garrel,Attacker,31,14/11/1990,Uruguay,Progreso,Liga Uruguai,18,16,1337,0,0,6,0,0,0,0,0,0,0,0,0,0,0
51672,G. Alles,Attacker,31,09/04/1990,Uruguay,Progreso,Liga Uruguai,11,7,744,0,0,4,0,0,0,0,0,0,0,0,0,0,0
51827,Oscar Piris,Defender,31,06/06/1989,Argentina,Atletico Torque,Liga Uruguai,8,5,536,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51822,Cristopher Javier Fiermarin Forlán,Goalkeeper,23,01/01/1998,Uruguay,Atletico Torque,Liga Uruguai,20,20,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11915,Joaquín Alejandro Pereyra Cantero,Defender,27,10/07/1994,Uruguay,Atletico Torque,Liga Uruguai,12,5,587,0,0,1,0,0,0,0,0,0,0,0,0,0,0
67906,Yonatthan Nicolás Rak Barragán,Defender,28,18/08/1993,Uruguay,Atletico Torque,Liga Uruguai,21,20,1657,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51828,Andrew Christopher Teuten Ponzoni,Defender,23,20/07/1998,Uruguay,Atletico Torque,Liga Uruguai,14,11,1004,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51833,Franco Nicolás Pizzichillo Fernández,Midfielder,25,03/01/1996,Uruguay,Atletico Torque,Liga Uruguai,21,20,1781,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51835,Santiago Scotto Padín,Midfielder,24,26/04/1997,Uruguay,Atletico Torque,Liga Uruguai,20,17,1432,0,0,2,0,0,0,0,0,0,0,0,0,0,0
51830,Leandro Ezquerra de León,Midfielder,35,05/06/1986,Uruguay,Atletico Torque,Liga Uruguai,16,14,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51829,Álvaro Nicolás Brun Martínez,Midfielder,34,10/04/1987,Uruguay,Atletico Torque,Liga Uruguai,20,19,1668,0,0,4,0,0,0,0,0,0,0,0,0,0,0
51834,Lucas Rodríguez Trezza,Midfielder,24,25/02/1997,Uruguay,Atletico Torque,Liga Uruguai,17,12,1021,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35619,Marcelo Iván Allende Bravo,Midfielder,22,07/04/1999,Chile,Atletico Torque,Liga Uruguai,19,14,1181,0,0,4,0,0,0,0,0,0,0,0,0,0,0
51693,Hugo Diego Arismendi Ciapparetta,Midfielder,33,25/01/1988,Uruguay,Atletico Torque,Liga Uruguai,16,16,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36523,Alfonso Darío Pereira D'Atri,Attacker,25,25/02/1996,Uruguay,Atletico Torque,Liga Uruguai,22,11,1138,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51892,Matías Fernando Cóccaro Ferreira,Attacker,24,15/11/1997,Uruguay,Atletico Torque,Liga Uruguai,24,13,1360,0,0,6,0,0,0,0,0,0,0,0,0,0,0
51837,José Ignacio Álvarez Medero,Attacker,27,27/12/1994,Uruguay,Atletico Torque,Liga Uruguai,18,13,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51842,Leandro Gastón Otormín Fumero,Attacker,25,30/07/1996,Uruguay,Atletico Torque,Liga Uruguai,16,9,746,0,0,3,0,0,0,0,0,0,0,0,0,0,0
51841,Gustavo Javier Del Prete,Attacker,25,12/06/1996,Argentina,Atletico Torque,Liga Uruguai,21,20,1507,0,0,8,0,0,0,0,0,0,0,0,0,0,0
51454,Mauricio Sebastián Gómez Castro,Defender,28,16/04/1992,Uruguay,Cerro Largo,Liga Uruguai,13,12,1037,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5978,A. Sánchez,Midfielder,22,14/05/1999,Argentina,Cerro Largo,Liga Uruguai,18,10,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51758,Hober Gabriel Leyes Viera,Attacker,31,29/05/1990,Uruguay,Cerro Largo,Liga Uruguai,11,5,448,0,0,1,0,0,0,0,0,0,0,0,0,0,0
59542,Pablo Ramiro Bentancur Rodríguez,Goalkeeper,32,28/02/1989,Uruguay,Cerro Largo,Liga Uruguai,7,6,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51385,Washington Omar Aguerre Lima,Goalkeeper,28,23/04/1993,Uruguay,Cerro Largo,Liga Uruguai,18,18,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6300,Gastón Agustín Heredia,Defender,24,16/06/1997,Argentina,Cerro Largo,Liga Uruguai,16,15,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36394,Robinson Martín Ferreira García,Defender,29,07/03/1992,Uruguay,Cerro Largo,Liga Uruguai,23,22,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51450,Emanuel Tomás Beltrán Bardas,Defender,23,23/01/1998,Uruguay,Cerro Largo,Liga Uruguai,4,4,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51357,Mauro Alejandro Brasil Alcaire,Defender,22,27/04/1999,Uruguay,Cerro Largo,Liga Uruguai,20,18,1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51391,José Enrique Etcheverry Mendoza,Defender,25,10/05/1996,Uruguay,Cerro Largo,Liga Uruguai,5,4,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199071,Sergio David Montero Sosa,Defender,24,03/11/1997,Uruguay,Cerro Largo,Liga Uruguai,10,5,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6687,Gonzalo Agustín Lamardo,Midfielder,24,25/04/1997,Argentina,Cerro Largo,Liga Uruguai,15,3,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67882,Víctor Hugo Dorrego Coito,Midfielder,28,09/05/1993,Uruguay,Cerro Largo,Liga Uruguai,16,13,1158,0,0,5,0,0,0,0,0,0,0,0,0,0,0
51401,Facundo Rodríguez Aguilera,Midfielder,28,30/08/1993,Uruguay,Cerro Largo,Liga Uruguai,7,7,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36507,Ángel Gabriel Cayetano Pírez,Midfielder,30,08/01/1991,Uruguay,Cerro Largo,Liga Uruguai,19,19,1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5889,Hamilton Miguel Pereira Ferrón,Midfielder,34,26/06/1987,Uruguay,Cerro Largo,Liga Uruguai,20,18,1588,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40010,Enzo Araciel Borges Couto,Attacker,35,22/07/1986,Uruguay,Cerro Largo,Liga Uruguai,23,23,1939,0,0,11,0,0,0,0,0,0,0,0,0,0,0
5504,Aldo Tomás Luján Fernández,Attacker,23,11/02/1998,Argentina,Cerro Largo,Liga Uruguai,18,18,1419,0,0,3,0,0,0,0,0,0,0,0,0,0,0
107168,Guillermo Luis May Bartesaghi,Attacker,23,11/03/1998,Uruguay,Cerro Largo,Liga Uruguai,18,18,1414,0,0,6,0,0,0,0,0,0,0,0,0,0,0
51392,H. Magallanes,Defender,24,26/08/1997,Uruguay,Cerro Largo,Liga Uruguai,12,9,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51814,Claudio Federico Castellanos García,Attacker,28,15/12/1992,Uruguay,Deportivo Maldonado,Liga Uruguai,12,6,604,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51401,Facundo Rodríguez Aguilera,Midfielder,28,30/08/1993,Uruguay,Deportivo Maldonado,Liga Uruguai,7,6,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51451,Santiago Nicolás Carrera Sanguinetti,Defender,27,05/03/1994,Uruguay,Deportivo Maldonado,Liga Uruguai,10,9,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51794,Danilo Emanuel Lerda,Goalkeeper,34,30/03/1987,Argentina,Deportivo Maldonado,Liga Uruguai,23,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51801,Facundo Tealde Sassano,Defender,32,15/03/1989,Uruguay,Deportivo Maldonado,Liga Uruguai,18,18,1596,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51571,Ariel Agustín Sant'Anna Quintero,Defender,24,27/09/1997,Uruguay,Deportivo Maldonado,Liga Uruguai,21,21,1861,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51798,Gastón Nicolás Pagano Peralta,Defender,33,08/10/1988,Uruguay,Deportivo Maldonado,Liga Uruguai,16,15,1327,0,0,1,0,0,0,0,0,0,0,0,0,0,0
70655,Luis Nicolás Olivera Moreira,Defender,28,17/02/1993,Uruguay,Deportivo Maldonado,Liga Uruguai,8,7,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51806,Sebastián González Mozzo,Midfielder,21,11/02/2000,Uruguay,Deportivo Maldonado,Liga Uruguai,19,19,1655,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51803,Mariano Adrián Bogliacino Hernández,Midfielder,41,02/06/1980,Uruguay,Deportivo Maldonado,Liga Uruguai,16,3,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6650,Marcelo Alejandro Estigarribia Balmori,Midfielder,34,21/09/1987,Paraguay,Deportivo Maldonado,Liga Uruguai,15,15,1253,0,0,2,0,0,0,0,0,0,0,0,0,0,0
51485,Marcos Maximiliano Cantera Mora,Midfielder,28,10/05/1993,Uruguay,Deportivo Maldonado,Liga Uruguai,21,19,1555,0,0,3,0,0,0,0,0,0,0,0,0,0,0
51818,César Emmanuel Pereyra,Attacker,40,23/11/1981,Argentina,Deportivo Maldonado,Liga Uruguai,11,6,622,0,0,2,0,0,0,0,0,0,0,0,0,0,0
9723,Facundo Agustín Batista Ochoa,Attacker,22,16/01/1999,Uruguay,Deportivo Maldonado,Liga Uruguai,19,13,1170,0,0,6,0,0,0,0,0,0,0,0,0,0,0
51819,Leonardo Federico Ramos Melgar,Attacker,30,16/09/1991,Uruguay,Deportivo Maldonado,Liga Uruguai,22,17,1565,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102174,Rodrigo Ariel Muniz Menosse,Attacker,20,01/09/2001,Uruguay,Deportivo Maldonado,Liga Uruguai,13,9,750,0,0,3,0,0,0,0,0,0,0,0,0,0,0
51379,Diego Mateo Casas López,Attacker,26,04/03/1995,Uruguay,Deportivo Maldonado,Liga Uruguai,9,4,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51412,Matías Nicolás Tellechea Pérez,Attacker,29,21/09/1992,Uruguay,Deportivo Maldonado,Liga Uruguai,21,20,1621,0,0,2,0,0,0,0,0,0,0,0,0,0,0
51816,Luis Enrique Machado Mora,Attacker,30,22/12/1991,Uruguay,Deportivo Maldonado,Liga Uruguai,10,4,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51462,Robert Ismael Ergas Moreno,Midfielder,23,15/01/1998,Uruguay,Rentistas,Liga Uruguai,14,13,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51853,Matías Alberto Abisab Gutiérrez,Midfielder,27,10/09/1993,Uruguay,Rentistas,Liga Uruguai,21,19,1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51846,Jonathan Nicolás Rossi Acuña,Goalkeeper,23,16/05/1998,Uruguay,Rentistas,Liga Uruguai,5,4,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36494,Yonatan Irrazábal Condines,Goalkeeper,33,12/02/1988,Uruguay,Rentistas,Liga Uruguai,21,21,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6019,Mathías Nicolás Abero Villan,Defender,31,09/04/1990,Uruguay,Rentistas,Liga Uruguai,15,12,1004,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51851,Carlos Andrés Rodales Ramírez,Defender,35,27/06/1986,Uruguay,Rentistas,Liga Uruguai,22,22,1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51850,Damián Alejandro Malrechauffe Verdún,Defender,37,19/10/1984,Uruguay,Rentistas,Liga Uruguai,14,9,827,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6247,Carlos Gabriel Villalba Rivas,Midfielder,23,19/07/1998,Argentina,Rentistas,Liga Uruguai,22,22,1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28483,Diego Gonzalo Vega Martínez,Midfielder,29,29/06/1992,Uruguay,Rentistas,Liga Uruguai,20,19,1615,0,0,10,0,0,0,0,0,0,0,0,0,0,0
199078,Franco Marcelo Pérez Portillo,Midfielder,20,01/08/2001,Uruguay,Rentistas,Liga Uruguai,17,4,657,0,0,2,0,0,0,0,0,0,0,0,0,0,0
51807,Pablo Maximiliano Lemos Merladett,Midfielder,28,17/12/1993,Uruguay,Rentistas,Liga Uruguai,21,5,744,0,0,4,0,0,0,0,0,0,0,0,0,0,0
51461,Ramiro Nicolás Cristóbal Calderón,Midfielder,25,10/04/1996,Uruguay,Rentistas,Liga Uruguai,22,21,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51871,Ederson Salomón Rodríguez Lima,Attacker,21,16/02/2000,Uruguay,Rentistas,Liga Uruguai,17,7,762,0,0,4,0,0,0,0,0,0,0,0,0,0,0
51865,Renato César Pérez,Attacker,28,16/08/1993,Uruguay,Rentistas,Liga Uruguai,17,14,1205,0,0,3,0,0,0,0,0,0,0,0,0,0,0
67902,C. Olivera,Attacker,19,17/04/2002,Uruguay,Rentistas,Liga Uruguai,11,10,865,0,0,3,0,0,0,0,0,0,0,0,0,0,0
10430,S. Romero,Midfielder,31,15/02/1990,Uruguay,Rentistas,Liga Uruguai,13,13,1042,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11731,A. Rolín,Defender,32,07/02/1989,Uruguay,Rentistas,Liga Uruguai,17,17,1560,0,0,2,0,0,0,0,0,0,0,0,0,0,0
67896,M. Falcón,Defender,24,01/05/1997,Uruguay,Rentistas,Liga Uruguai,16,16,1440,0,0,2,0,0,0,0,0,0,0,0,0,0,0
53134,José Leonardo Morales Lares,Goalkeeper,42,07/07/1978,Venezuela,Zulia FC,Liga Venezuela,5,5,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52424,Carlos Alfredo Salazar Cumaná,Defender,31,15/05/1989,Venezuela,Zulia FC,Liga Venezuela,5,5,450,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53070,Luis Hernando Blanco Brito,Midfielder,26,07/08/1994,Venezuela,Zulia FC,Liga Venezuela,5,5,450,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52952,Luis Enrique Romero Durán,Goalkeeper,31,16/11/1990,Venezuela,Zamora FC,Liga Venezuela,8,8,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53122,Jose Daniel Soto Montero,Midfielder,27,18/05/1994,Venezuela,Zamora FC,Liga Venezuela,16,9,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41921,Manuel Alejandro Arteaga Rubianes,Attacker,27,17/06/1994,Venezuela,Zamora FC,Liga Venezuela,13,11,924,0,0,3,0,0,0,0,0,0,0,0,0,0,0
53094,Daniel Eduardo Valdés Guerrero,Goalkeeper,36,09/04/1985,Venezuela,Zamora FC,Liga Venezuela,12,12,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53095,Carlos Enrique Castro Abreu,Defender,35,04/12/1986,Venezuela,Zamora FC,Liga Venezuela,12,11,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52734,Daniel Eduardo Benítez Pernía,Defender,34,23/09/1987,Venezuela,Zamora FC,Liga Venezuela,4,4,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53097,Jorge Ignacio González Barón,Defender,38,22/12/1983,Uruguay,Zamora FC,Liga Venezuela,18,18,1618,0,0,2,0,0,0,0,0,0,0,0,0,0,0
52532,Marcel Daniel Guaramato García,Defender,28,02/11/1993,Venezuela,Zamora FC,Liga Venezuela,16,14,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53096,Kevin Eduardo De La Hoz Morys,Defender,23,15/07/1998,Venezuela,Zamora FC,Liga Venezuela,14,12,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197899,Luis Alejandro Rangel Molina,Defender,20,29/09/2001,Venezuela,Zamora FC,Liga Venezuela,8,8,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103763,Layneker Evelio Zafra Martínez,Defender,35,23/05/1986,Venezuela,Zamora FC,Liga Venezuela,10,10,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129954,Duván Rodríguez Urango,Midfielder,25,05/05/1996,Colombia,Zamora FC,Liga Venezuela,16,5,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53120,Pedro Antonio Ramírez Paredes,Midfielder,29,24/08/1992,Venezuela,Zamora FC,Liga Venezuela,16,15,1207,0,0,3,0,0,0,0,0,0,0,0,0,0,0
53121,Gustavo Adolfo Rojas Rocha,Midfielder,39,14/01/1982,Venezuela,Zamora FC,Liga Venezuela,16,13,1016,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53119,Maikol Julián Quintero Mora,Midfielder,22,04/11/1999,Venezuela,Zamora FC,Liga Venezuela,19,15,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53129,Antonio Madreluis Romero Urquiola,Attacker,24,16/01/1997,Venezuela,Zamora FC,Liga Venezuela,11,8,719,0,0,2,0,0,0,0,0,0,0,0,0,0,0
52724,Richard José Figueroa Avilés,Attacker,25,04/08/1996,Venezuela,Zamora FC,Liga Venezuela,20,14,1267,0,0,2,0,0,0,0,0,0,0,0,0,0,0
53130,José David Serrano Suárez,Attacker,19,17/10/2002,Venezuela,Zamora FC,Liga Venezuela,14,5,451,0,0,3,0,0,0,0,0,0,0,0,0,0,0
53126,Darwin Daniel Matheus Tovar,Attacker,20,09/04/2001,Venezuela,Zamora FC,Liga Venezuela,19,16,1441,0,0,5,0,0,0,0,0,0,0,0,0,0,0
58579,Nicolás Adrián Foglia,Defender,34,07/10/1986,Argentina,Deportivo Tachira FC,Liga Venezuela,15,13,1171,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13915,Javier del Valle Liendo,Midfielder,32,02/04/1988,Argentina,Deportivo Tachira FC,Liga Venezuela,12,6,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52736,Naicol Israel Contreras Salinas,Defender,21,05/04/2000,Venezuela,Deportivo Tachira FC,Liga Venezuela,8,7,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95252,José Manuel Velázquez Rodríguez,Defender,31,08/09/1990,Venezuela,Deportivo Tachira FC,Liga Venezuela,9,7,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52744,Carlos Alberto Vivas González,Defender,19,04/04/2002,Venezuela,Deportivo Tachira FC,Liga Venezuela,17,16,1458,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52735,Pablo Jesús Camacho Figueira,Defender,31,12/12/1990,Venezuela,Deportivo Tachira FC,Liga Venezuela,18,17,1558,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52608,Edilmer Paolo Chacón Rojas,Defender,23,27/05/1997,Venezuela,Deportivo Tachira FC,Liga Venezuela,6,5,447,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52493,Anthony Eduardo Graterol Pérez,Defender,26,27/02/1995,Venezuela,Deportivo Tachira FC,Liga Venezuela,13,12,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52760,Yeferson José Velasco Leal,Midfielder,35,13/03/1986,Venezuela,Deportivo Tachira FC,Liga Venezuela,16,12,1081,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129951,David Alejandro Zalzman Guevara,Midfielder,24,04/03/1996,Venezuela,Deportivo Tachira FC,Liga Venezuela,17,10,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52755,Edgar Fernando Pérez Greco,Midfielder,39,16/02/1982,Venezuela,Deportivo Tachira FC,Liga Venezuela,17,14,1314,0,0,4,0,0,0,0,0,0,0,0,0,0,0
52505,Marlon Antonio Fernández Jiménez,Midfielder,35,16/01/1986,Venezuela,Deportivo Tachira FC,Liga Venezuela,18,15,1205,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52745,Carlos Eduardo Cermeño Uzcátegui,Midfielder,26,09/08/1995,Venezuela,Deportivo Tachira FC,Liga Venezuela,17,13,1153,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11716,Jacobo Salvador Kouffaty Agostini,Attacker,28,30/06/1993,Venezuela,Deportivo Tachira FC,Liga Venezuela,12,4,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52479,Juan Antonio García Reyes,Attacker,30,01/02/1991,Venezuela,Deportivo Tachira FC,Liga Venezuela,15,3,477,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52769,Jesús Manuel  Orozco Hernández,Attacker,19,12/02/2001,Venezuela,Deportivo Tachira FC,Liga Venezuela,11,4,458,0,0,2,0,0,0,0,0,0,0,0,0,0,0
52764,Yerson Ronaldo Chacón Ramírez,Attacker,17,04/06/2003,Venezuela,Deportivo Tachira FC,Liga Venezuela,14,13,908,0,0,2,0,0,0,0,0,0,0,0,0,0,0
52762,Douglar Alexander Angarita Martínez,Attacker,26,13/08/1995,Venezuela,Deportivo Tachira FC,Liga Venezuela,14,11,944,0,0,4,0,0,0,0,0,0,0,0,0,0,0
20820,J. Contreras,Goalkeeper,27,20/10/1994,Venezuela,Deportivo Tachira FC,Liga Venezuela,18,18,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52962,M. Camargo,Midfielder,28,05/09/1993,Panama,Deportivo Tachira FC,Liga Venezuela,9,8,618,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52577,Ricardo Andreutti Jordán,Midfielder,33,30/06/1987,Venezuela,Caracas FC,Liga Venezuela,13,6,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65673,Alexis Hernán Blanco,Attacker,32,06/06/1988,Argentina,Caracas FC,Liga Venezuela,15,12,1078,0,0,7,0,0,0,0,0,0,0,0,0,0,0
52733,Beycker Eduardo Velásquez Ortega,Goalkeeper,25,06/10/1996,Venezuela,Caracas FC,Liga Venezuela,14,14,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52562,Cristhian Jesús Flores Ramírez,Goalkeeper,31,06/09/1990,Venezuela,Caracas FC,Liga Venezuela,7,7,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52568,Eduardo Enrique Fereira Peñaranda,Defender,21,20/09/2000,Venezuela,Caracas FC,Liga Venezuela,17,14,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52576,Rosmel Gabriel Villanueva Parra,Defender,29,16/08/1992,Venezuela,Caracas FC,Liga Venezuela,16,13,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52537,Diego Andrés Osio Valencia,Defender,24,03/01/1997,Venezuela,Caracas FC,Liga Venezuela,18,12,1284,0,0,2,0,0,0,0,0,0,0,0,0,0,0
53100,Javier Alejandro Maldonado Manzini,Defender,27,09/04/1994,Venezuela,Caracas FC,Liga Venezuela,7,5,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52959,Carlos Gregorio Rivero González,Defender,29,27/11/1992,Venezuela,Caracas FC,Liga Venezuela,13,13,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
