id,nome,posição,idade,data_nascimento,nacionalidade,time,liga,total_jogos,jogos_escalados,minutos_jogados,gols_sofridos,defesas,gols,assistências,total_chutes,chutes_no_gol,dribles_tentados,dribles_realizados,total_passes,passes_chaves,índice_passes_certos,desarmes,faltas_sofridas,faltas_cometidas
9335,Rafael Martins Claro dos Santos,Goalkeeper,30,29/11/1991,Brazil,Brasil DE Pelotas,Brasileiro Série B,34,34,3016,31,105,0,0,0,0,0,0,864,0,22,2,3,1
157147,Felipe Albuquerque Felippi,Defender,22,27/09/1999,Brazil,Brasil DE Pelotas,Brasileiro Série B,24,19,1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10515,Acácio Nuno Boing,Defender,23,18/05/1998,Brazil,Brasil DE Pelotas,Brasileiro Série B,7,6,514,0,0,0,0,0,0,0,0,249,0,34,6,2,4
9802,Héverton Cardoso da Silva,Defender,33,14/01/1988,Brazil,Brasil DE Pelotas,Brasileiro Série B,30,28,2554,0,0,1,1,6,4,3,2,1140,3,38,16,15,18
9804,Leandro Camilo de Almeida,Defender,35,09/02/1986,Brazil,Brasil DE Pelotas,Brasileiro Série B,21,20,1763,0,0,0,0,4,0,0,0,838,4,49,10,3,19
9805,Bruno Luiz dos Santos,Defender,34,22/11/1987,Brazil,Brasil DE Pelotas,Brasileiro Série B,24,14,1289,0,0,0,0,5,0,12,5,427,9,21,13,25,24
157286,Rodrigo Ferreira da Silva,Defender,26,29/03/1995,Brazil,Brasil DE Pelotas,Brasileiro Série B,27,16,1519,0,0,1,2,12,5,14,10,625,14,32,32,14,21
67203,Diego Ivo Pires,Defender,32,06/04/1989,Brazil,Brasil DE Pelotas,Brasileiro Série B,12,11,990,0,0,1,0,5,1,0,0,485,1,38,10,5,8
9242,Alex Ruan Vasconcelos Ferreira,Defender,28,05/02/1993,Brazil,Brasil DE Pelotas,Brasileiro Série B,24,22,1903,0,0,0,1,13,4,26,16,758,17,25,38,18,32
70088,Gildson Pablo de Oliveira Silva,Midfielder,26,24/05/1995,Brazil,Brasil DE Pelotas,Brasileiro Série B,13,9,771,0,0,0,0,2,1,4,3,400,3,25,20,20,23
80626,Bruno Matias dos Santos,Midfielder,22,24/02/1999,Brazil,Brasil DE Pelotas,Brasileiro Série B,31,28,2337,0,0,1,1,13,5,25,21,1066,21,38,47,31,41
10531,Geirton Marques Aires,Midfielder,27,28/01/1994,Brazil,Brasil DE Pelotas,Brasileiro Série B,14,8,633,0,0,0,0,13,6,9,5,210,12,36,6,10,9
9718,Matheus Oliveira Santos,Midfielder,24,28/09/1997,Brazil,Brasil DE Pelotas,Brasileiro Série B,27,26,2053,0,0,6,3,32,14,48,29,665,48,22,32,56,23
180918,Rafael Vinicius Ramos da Silva,Midfielder,22,12/05/1999,Brazil,Brasil DE Pelotas,Brasileiro Série B,14,5,530,0,0,0,1,9,2,6,2,248,5,15,17,11,23
77687,Welington Simião,Midfielder,34,23/02/1987,Brazil,Brasil DE Pelotas,Brasileiro Série B,15,4,507,0,0,0,0,5,0,3,2,183,8,13,4,11,10
9819,Van Basty Sousa e Silva,Midfielder,27,27/11/1994,Brazil,Brasil DE Pelotas,Brasileiro Série B,29,29,2585,0,0,2,1,15,5,30,21,1271,14,41,49,37,67
15298,Guilherme Augusto Alves Dellatorre,Attacker,29,01/05/1992,Brazil,Brasil DE Pelotas,Brasileiro Série B,23,17,1337,0,0,3,1,20,8,21,11,267,15,20,3,28,21
10141,Gabriel Buscariol Poveda,Attacker,23,07/07/1998,Brazil,Brasil DE Pelotas,Brasileiro Série B,19,8,822,0,0,3,1,16,7,18,8,147,4,18,7,25,16
54764,Matheus da Silva Fortes,Attacker,27,30/07/1994,Brazil,Brasil DE Pelotas,Brasileiro Série B,9,7,560,0,0,0,0,5,1,18,10,123,5,10,9,18,17
9221,Bruno José de Souza,Attacker,23,31/03/1998,Brazil,Brasil DE Pelotas,Brasileiro Série B,20,19,1650,0,0,5,2,32,16,65,37,372,10,13,16,27,15
207757,Luiz Henrique Diniz da Rosa,Attacker,20,25/03/2001,Brazil,Brasil DE Pelotas,Brasileiro Série B,28,14,1365,0,0,4,3,25,11,40,30,249,9,16,16,40,36
9331,Emilton Pedroso Domingues,Attacker,27,28/03/1994,Brazil,Brasil DE Pelotas,Brasileiro Série B,19,13,1117,0,0,1,1,10,8,39,21,162,8,11,18,42,40
180923,Danilo,Midfielder,22,05/02/1999,Brazil,Brasil DE Pelotas,Brasileiro Série B,15,14,1128,0,0,1,0,17,3,36,20,207,5,16,22,44,12
9627,Luiz Silva Filho,Goalkeeper,37,07/02/1983,Brazil,Oeste,Brasileiro Série B,11,11,990,22,30,0,0,0,0,0,0,242,0,43,0,1,0
53935,Sidimar Fernando Cigolini,Defender,28,09/07/1992,Brazil,Oeste,Brasileiro Série B,10,9,832,0,0,1,0,8,2,0,0,390,1,59,9,4,10
49948,Deyvison Rogerio da Silva,Attacker,35,09/01/1985,Brazil,Oeste,Brasileiro Série B,6,4,384,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80541,Marlon Douglas de Sales Silva,Midfielder,24,15/09/1997,Brazil,Oeste,Brasileiro Série B,13,8,662,0,0,0,1,8,1,20,9,191,7,27,5,18,9
10228,Caíque França Godoy,Goalkeeper,26,03/06/1995,Brazil,Oeste,Brasileiro Série B,20,20,1800,22,87,0,0,0,0,0,0,360,0,16,0,6,0
9377,Glauco Tadeu Passos Chaves,Goalkeeper,26,11/02/1995,Brazil,Oeste,Brasileiro Série B,5,5,450,9,20,0,0,0,0,0,0,108,0,11,0,0,0
80534,João Victor Andrade Caetano,Defender,22,24/06/1999,Brazil,Oeste,Brasileiro Série B,20,18,1494,0,0,0,0,2,0,2,1,748,12,46,17,11,17
54076,Maurício Barbosa Teixeira,Defender,27,08/12/1994,Brazil,Oeste,Brasileiro Série B,8,7,620,0,0,1,0,5,1,0,0,198,0,20,6,4,16
9522,Matheus Victor de Araujo Rocha,Defender,23,27/12/1998,Brazil,Oeste,Brasileiro Série B,25,20,1793,0,0,1,2,17,5,23,12,602,40,34,56,45,17
10158,Matheus de Jesus Dantas,Defender,23,05/09/1998,Brazil,Oeste,Brasileiro Série B,7,7,629,0,0,0,0,2,0,0,0,289,1,57,13,1,9
9703,Renan de Oliveira Fonseca,Defender,31,13/08/1990,Brazil,Oeste,Brasileiro Série B,11,11,990,0,0,1,1,5,3,0,0,708,2,73,6,3,6
115527,Victor Felipe de Souza Lisboa,Defender,28,24/09/1993,Brazil,Oeste,Brasileiro Série B,16,16,1438,0,0,1,0,10,4,5,5,613,0,29,15,7,40
106418,Madson de Souza Silva,Defender,22,26/08/1999,Brazil,Oeste,Brasileiro Série B,8,3,360,0,0,0,0,7,0,5,4,38,2,4,1,7,3
9272,Raí dos Reis Ramos,Defender,27,06/05/1994,Brazil,Oeste,Brasileiro Série B,7,7,630,0,0,0,1,4,4,2,1,159,5,20,6,4,7
9391,Lidio Ferreira Carmo Filho,Defender,34,11/03/1987,Brazil,Oeste,Brasileiro Série B,19,16,1290,0,0,0,0,14,3,8,6,671,8,45,19,21,40
54357,Luanderson Placido Moraes dos Santos,Defender,28,04/05/1993,Brazil,Oeste,Brasileiro Série B,12,11,948,0,0,0,0,6,1,4,2,434,1,30,18,4,12
80719,Gustavo Salomão Miguel,Defender,24,28/06/1997,Brazil,Oeste,Brasileiro Série B,23,19,1727,0,0,1,1,9,3,40,24,606,24,39,33,28,24
9420,Éder Sciola Santana,Defender,36,25/09/1985,Brazil,Oeste,Brasileiro Série B,21,16,1385,0,0,1,0,11,4,12,9,469,8,32,18,17,25
9389,João Roberto Custodio,Midfielder,34,31/12/1987,Brazil,Oeste,Brasileiro Série B,20,15,1255,0,0,0,1,10,2,15,10,515,13,43,30,16,32
10312,Caio Vinícius da Conceição,Midfielder,22,11/01/1999,Brazil,Oeste,Brasileiro Série B,24,23,1885,0,0,1,0,14,5,24,17,810,16,31,44,41,64
10030,Yuri Lima Lara,Midfielder,26,20/04/1994,Brazil,Oeste,Brasileiro Série B,19,16,1407,0,0,1,0,4,3,3,3,732,5,40,55,31,45
9395,Anderson Soares da Silva,Midfielder,34,16/10/1987,Brazil,Oeste,Brasileiro Série B,17,15,1276,0,0,0,5,15,5,9,6,379,26,42,4,9,14
144069,Kauã Jesus Tenorio,Midfielder,18,02/09/2003,Brazil,Oeste,Brasileiro Série B,22,7,674,0,0,0,0,7,2,20,13,213,12,31,8,10,6
9397,José Leonardo Verissimo do Nascimento,Midfielder,22,05/03/1999,Brazil,Oeste,Brasileiro Série B,15,11,867,0,0,0,1,6,4,18,10,220,14,11,7,15,9
53956,Bruno Alves de Souza,Attacker,29,13/09/1992,Brazil,Oeste,Brasileiro Série B,16,2,504,0,0,2,0,21,8,14,9,100,5,12,7,18,16
195475,Rael Gomes Feitosa,Attacker,22,14/04/1999,Brazil,Oeste,Brasileiro Série B,19,9,931,0,0,0,0,3,1,20,9,370,13,31,23,7,17
9401,Fábio Roberto Gomes Netto,Attacker,24,25/05/1997,Brazil,Oeste,Brasileiro Série B,15,15,1299,0,0,5,2,20,10,19,10,246,16,11,3,20,24
195476,Lucas Gonçalves de Paula,Attacker,22,14/03/1999,Brazil,Oeste,Brasileiro Série B,14,3,460,0,0,0,0,9,3,13,8,97,9,11,7,11,15
80645,Leonardo Kalil Abdala,Attacker,25,10/04/1996,Brazil,Oeste,Brasileiro Série B,8,5,494,0,0,2,0,11,4,7,4,83,4,46,7,17,7
9403,Bruno Henrique Lopes,Attacker,26,16/05/1995,Brazil,Oeste,Brasileiro Série B,26,19,1561,0,0,0,0,24,7,22,12,334,9,25,19,18,47
9583,Luan Michel Louzã,Attacker,33,21/09/1988,Brazil,Oeste,Brasileiro Série B,11,3,385,0,0,1,0,9,4,9,5,106,4,7,9,10,16
9406,Pedro Gabriel Pereira Lopes,Attacker,22,10/11/1999,Brazil,Oeste,Brasileiro Série B,16,16,1433,0,0,6,0,31,15,70,44,426,8,20,12,35,17
51619,Gastón Rodríguez Maeso,Attacker,28,23/03/1992,Uruguay,Avai,Brasileiro Série B,22,15,1209,0,0,5,0,30,15,24,16,144,6,13,13,28,16
10509,Lucas Henrique Frigeri,Goalkeeper,32,15/06/1989,Brazil,Avai,Brasileiro Série B,25,24,2136,30,85,0,0,0,0,1,1,488,1,22,1,0,1
10511,Gledson Ribeiro dos Santos,Goalkeeper,38,06/02/1983,Brazil,Avai,Brasileiro Série B,14,13,1194,18,38,0,0,0,0,1,1,280,1,12,0,6,0
10513,Ebert Willian Amancio,Defender,38,11/11/1983,Brazil,Avai,Brasileiro Série B,25,21,1961,0,0,0,1,0,0,2,2,1058,2,43,28,21,25
10268,João Lucas Cardoso,Defender,30,08/06/1991,Brazil,Avai,Brasileiro Série B,16,15,1298,0,0,1,1,7,4,23,16,572,17,28,23,10,10
9341,Alan Henrique Costa,Defender,31,30/10/1990,Brazil,Avai,Brasileiro Série B,20,18,1597,0,0,2,0,14,3,9,7,909,6,40,15,7,13
10189,José Renato da Silva Junior,Defender,31,19/01/1990,Brazil,Avai,Brasileiro Série B,7,5,435,0,0,1,0,11,4,6,3,103,4,37,5,14,8
10518,Iury de Oliveira Nascimento,Defender,29,20/08/1992,Brazil,Avai,Brasileiro Série B,19,13,1117,0,0,1,0,2,1,14,8,399,13,33,22,18,34
266818,Felipe dos Santos Mosca,Defender,22,03/05/1999,Brazil,Avai,Brasileiro Série B,9,6,507,0,0,0,0,1,0,7,5,171,4,13,33,7,8
44629,Fágner Ironi Daponte,Defender,31,18/10/1990,Brazil,Avai,Brasileiro Série B,13,11,988,0,0,1,1,4,1,7,6,608,9,40,22,10,11
10086,Edílson Mendes Guimarães,Defender,35,27/07/1986,Brazil,Avai,Brasileiro Série B,13,13,1150,0,0,1,1,13,3,23,13,616,31,37,10,15,21
10194,Rafael Pereira dos Santos,Defender,37,18/11/1984,Brazil,Avai,Brasileiro Série B,21,18,1444,0,0,1,1,3,1,3,2,689,2,39,15,24,16
53942,Victor Sallinas Ribeiro,Defender,29,20/03/1992,Brazil,Avai,Brasileiro Série B,6,5,422,0,0,0,0,4,1,0,0,187,0,62,5,1,4
9528,Edson Carlos Santos Lima Júnior,Defender,29,07/12/1992,Brazil,Avai,Brasileiro Série B,11,11,963,0,0,0,0,5,3,30,22,251,15,39,28,27,20
9708,Airton Tirabassi,Defender,31,03/12/1990,Brazil,Avai,Brasileiro Série B,13,9,808,0,0,1,0,7,3,0,0,436,0,28,8,6,20
41184,Leandro Cordeiro de Lima Silva,Midfielder,28,25/09/1993,Brazil,Avai,Brasileiro Série B,10,6,541,0,0,1,0,3,3,3,2,206,3,19,5,8,18
10526,Pedro Henrique de Castro Silva,Midfielder,28,05/02/1993,Brazil,Avai,Brasileiro Série B,31,27,2450,0,0,3,2,41,15,21,11,1018,25,37,34,45,33
10243,Ralf de Souza Teles,Midfielder,37,09/06/1984,Brazil,Avai,Brasileiro Série B,32,30,2485,0,0,0,0,10,2,7,5,1026,9,35,42,53,26
10567,Wanderson Ferreira de Oliveira,Midfielder,27,04/10/1994,Brazil,Avai,Brasileiro Série B,31,24,2113,0,0,6,3,37,20,39,29,741,48,29,26,74,38
119268,Jean Francisco Martim Candido,Midfielder,22,14/04/1999,Brazil,Avai,Brasileiro Série B,21,20,1659,0,0,0,2,9,3,19,15,732,14,30,19,20,52
10317,Bruno César Pereira da Silva,Midfielder,35,03/08/1986,Brazil,Avai,Brasileiro Série B,11,4,445,0,0,0,1,6,2,2,2,197,6,43,13,8,18
10358,Renato Vieira Rodrigues,Midfielder,29,31/01/1992,Brazil,Avai,Brasileiro Série B,10,5,450,0,0,0,0,6,2,14,7,148,5,12,6,12,12
10217,Rildo de Andrade Felicissimo,Attacker,32,20/03/1989,Brazil,Avai,Brasileiro Série B,11,8,631,0,0,2,0,8,4,19,11,173,4,13,9,26,5
50575,Rômulo dos Santos de Souza,Attacker,26,28/04/1995,Brazil,Avai,Brasileiro Série B,22,18,1445,0,0,4,5,29,13,41,24,401,25,15,22,38,19
54032,Vinícius Leite Silva,Attacker,28,25/10/1993,Brazil,Avai,Brasileiro Série B,11,3,441,0,0,1,3,4,1,9,6,180,13,12,10,9,3
140452,Jonathan Luiz Moreira Rosa Junior,Attacker,22,28/04/1999,Brazil,Avai,Brasileiro Série B,14,4,476,0,0,3,1,15,8,10,5,99,5,27,7,16,21
67842,Ronaldo Henrique Silva,Attacker,30,10/04/1991,Brazil,Avai,Brasileiro Série B,17,7,746,0,0,0,0,20,7,2,1,170,7,7,6,23,21
10545,Getúlio Wandelly Silva Timoteo,Attacker,24,10/06/1997,Brazil,Avai,Brasileiro Série B,23,14,1284,0,0,4,1,24,9,14,6,199,12,5,20,22,29
10541,Daniel Amorim Dias da Silva,Attacker,32,15/09/1989,Brazil,Avai,Brasileiro Série B,6,6,484,0,0,1,0,11,7,6,2,83,3,19,2,13,8
9701,Arnaldo Manoel de Almeida,Defender,29,15/04/1992,Brazil,Avai,Brasileiro Série B,9,7,586,0,0,0,2,1,0,9,5,165,10,43,8,10,8
63984,Thiago Beserra dos Santos,Attacker,23,11/04/1997,Brazil,CRB,Brasileiro Série B,13,7,649,0,0,0,0,15,3,8,3,335,7,52,11,8,13
9656,Leonardo Gamalho de Souza,Attacker,35,30/01/1986,Brazil,CRB,Brasileiro Série B,11,11,963,0,0,8,0,25,12,12,9,194,9,44,2,18,17
10181,Fabricio Rodrigues da Silva Ferreira,Attacker,22,07/05/1999,Brazil,CRB,Brasileiro Série B,25,8,942,0,0,4,1,26,10,64,24,325,16,27,15,21,16
9322,Washington Santana da Silva,Midfielder,32,20/01/1989,Brazil,CRB,Brasileiro Série B,8,7,631,0,0,0,0,4,0,12,9,371,7,72,15,7,19
9763,Edson Mardden Alves Pereira,Goalkeeper,30,12/12/1991,Brazil,CRB,Brasileiro Série B,16,15,1435,17,52,0,0,0,0,0,0,367,0,12,0,5,1
9227,Victor Bernardes Andrade e Souza,Goalkeeper,29,31/08/1992,Brazil,CRB,Brasileiro Série B,18,18,1532,21,48,0,0,0,0,0,0,461,0,34,0,4,1
9789,Igor Aquino da Silva,Defender,28,01/05/1993,Brazil,CRB,Brasileiro Série B,23,22,1804,0,0,1,1,19,10,18,12,787,18,29,42,24,36
9307,Moacir Costa da Silva,Defender,35,14/02/1986,Brazil,CRB,Brasileiro Série B,13,10,889,0,0,0,2,7,3,13,12,405,7,26,12,9,19
9699,Reginaldo Manoel da Silva Júnior,Defender,29,08/07/1992,Brazil,CRB,Brasileiro Série B,15,14,1273,0,0,1,0,0,0,0,0,16,0,80,1,1,0
9202,Lucas Ferreira Mendes da Silva,Defender,29,19/02/1992,Brazil,CRB,Brasileiro Série B,19,4,691,0,0,0,0,0,0,7,2,220,8,23,19,19,18
77766,Luiz Paulo França do Nascimento,Defender,28,24/04/1993,Brazil,CRB,Brasileiro Série B,8,5,387,0,0,0,0,0,0,7,4,132,2,15,9,8,10
9313,Reginaldo Lopes de Jesus,Defender,28,22/02/1993,Brazil,CRB,Brasileiro Série B,29,28,2456,0,0,2,3,6,2,21,15,1061,33,38,53,37,20
10195,Wellington Pereira Rodrigues,Defender,35,04/01/1986,Brazil,CRB,Brasileiro Série B,31,31,2678,0,0,1,1,17,5,6,4,1485,7,45,19,21,29
9774,Ewerton Ribeiro Páscoa,Defender,32,14/03/1989,Brazil,CRB,Brasileiro Série B,13,10,828,0,0,0,0,4,0,0,0,322,1,27,7,8,15
10023,Alexandre Rodrigues Soares,Defender,31,08/05/1990,Brazil,CRB,Brasileiro Série B,19,17,1467,0,0,0,0,8,2,6,5,810,5,47,16,8,25
9812,Carlos Eduardo Bacila Jatobá,Midfielder,26,15/09/1995,Brazil,CRB,Brasileiro Série B,19,10,1033,0,0,1,0,5,2,12,5,390,3,27,31,35,22
34770,Magno Damasceno Santos da Cruz,Midfielder,33,20/05/1988,Brazil,CRB,Brasileiro Série B,13,9,654,0,0,0,0,5,2,7,2,204,7,56,5,12,3
54093,Hugo Ferreira de Farias,Midfielder,24,29/08/1997,Brazil,CRB,Brasileiro Série B,15,8,865,0,0,0,1,5,1,4,2,239,6,23,18,3,16
9786,Claudinei Junio De Souza,Midfielder,33,08/10/1988,Brazil,CRB,Brasileiro Série B,28,28,2373,0,0,1,1,2,1,16,14,1099,11,35,71,29,56
9647,Wesley Lopes Beltrame,Midfielder,34,24/06/1987,Brazil,CRB,Brasileiro Série B,13,11,939,0,0,3,0,0,0,0,0,14,0,87,2,0,0
10214,Diego Fabián Torres,Midfielder,31,06/11/1990,Argentina,CRB,Brasileiro Série B,33,31,2627,0,0,3,5,38,17,35,27,1293,77,44,44,41,26
54710,Robson José Brilhante Martins,Attacker,23,20/10/1998,Brazil,CRB,Brasileiro Série B,12,9,709,0,0,0,1,7,1,7,3,172,6,12,8,17,13
10324,Pablo Dyego da Silva Rosa,Attacker,27,08/03/1994,Brazil,CRB,Brasileiro Série B,16,15,982,0,0,4,0,27,13,18,11,265,8,13,10,28,20
9582,Hyuri Henrique de Oliveira Costa,Attacker,30,26/09/1991,Brazil,CRB,Brasileiro Série B,10,7,553,0,0,3,2,14,6,8,3,130,6,10,2,7,16
9367,Iago Angelo  Dias,Attacker,28,06/04/1993,Brazil,CRB,Brasileiro Série B,17,4,717,0,0,2,0,20,5,13,5,125,6,5,7,11,15
10541,Daniel Amorim Dias da Silva,Attacker,32,15/09/1989,Brazil,CRB,Brasileiro Série B,9,4,393,0,0,0,0,11,7,6,2,83,3,19,2,13,8
60925,Lucas Vinicius Gonçalves da Silva,Attacker,30,14/09/1991,Brazil,CRB,Brasileiro Série B,10,8,659,0,0,3,1,21,7,5,1,151,6,10,5,8,14
9298,Alisson Pelegrini Safira,Attacker,26,17/03/1995,Brazil,CRB,Brasileiro Série B,12,6,601,0,0,1,2,13,4,4,2,134,8,8,11,18,24
9301,Luidy Viegas,Attacker,25,21/06/1996,Brazil,CRB,Brasileiro Série B,30,21,1658,0,0,2,3,27,7,24,15,480,25,26,20,30,24
50243,Allano,Attacker,26,24/04/1995,Brazil,CSA,Brasileiro Série B,12,4,471,0,0,0,0,8,3,13,6,155,6,24,17,22,13
9341,Alan Henrique Costa,Defender,31,30/10/1990,Brazil,CSA,Brasileiro Série B,6,6,540,0,0,1,0,14,3,9,7,909,6,40,15,7,13
9619,Michel Douglas Guedes,Attacker,29,16/01/1992,Brazil,CSA,Brasileiro Série B,6,4,364,0,0,0,0,9,4,1,1,70,4,5,1,10,11
9626,Bruno Medeiros Grassi,Goalkeeper,34,05/03/1987,Brazil,CSA,Brasileiro Série B,6,5,494,10,16,0,0,0,0,0,0,127,0,36,0,1,1
197017,Matheus Mendes Werneck de Oliveira,Goalkeeper,22,10/03/1999,Brazil,CSA,Brasileiro Série B,26,26,2340,21,76,0,0,0,0,0,0,830,0,24,0,7,0
10336,Geovane Batista de Faria,Defender,32,20/02/1989,Brazil,CSA,Brasileiro Série B,31,29,2574,0,0,1,1,14,6,13,9,1189,6,37,42,27,73
9518,Ilson Cedric Borges de Lima,Defender,23,14/02/1998,Brazil,CSA,Brasileiro Série B,16,9,911,0,0,1,1,6,3,17,12,403,12,21,17,19,18
10448,Luciano Castan da Silva,Defender,32,13/09/1989,Brazil,CSA,Brasileiro Série B,35,34,3074,0,0,1,0,9,1,13,8,2288,4,65,22,22,36
9702,Diego Renan de Lima Ferreira,Defender,31,26/01/1990,Brazil,CSA,Brasileiro Série B,31,30,2476,0,0,0,1,11,5,19,10,1449,27,38,53,19,32
9414,Rodolfo Filemon de Oliveira da Silva,Defender,27,29/08/1994,Brazil,CSA,Brasileiro Série B,8,7,630,0,0,1,0,1,1,2,2,496,3,55,1,4,16
157460,Marcos Antônio de Sousa Júnior,Defender,27,08/05/1994,Brazil,CSA,Brasileiro Série B,23,7,842,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10519,Igor  Fernandes da Silva Araújo,Defender,29,06/06/1992,Brazil,CSA,Brasileiro Série B,7,4,379,0,0,0,0,2,1,4,3,131,2,37,5,7,6
9563,Cleberson Martins de Souza,Defender,29,17/08/1992,Brazil,CSA,Brasileiro Série B,24,20,1867,0,0,1,0,8,3,5,5,1316,3,53,21,9,30
9564,Norberto Pereira Marinho Neto,Defender,31,19/07/1990,Brazil,CSA,Brasileiro Série B,21,14,1178,0,0,1,0,4,2,13,10,559,15,29,35,20,34
80535,Rafael Bilu Mudesto,Midfielder,22,21/04/1999,Brazil,CSA,Brasileiro Série B,21,10,904,0,0,3,2,18,6,40,20,220,7,13,22,42,29
10458,Rafael Chagas Machado,Midfielder,34,01/04/1987,Brazil,CSA,Brasileiro Série B,24,18,1791,0,0,2,3,13,5,14,8,667,19,26,41,18,12
9207,Nadson da Silva Almeida,Midfielder,32,22/07/1989,Brazil,CSA,Brasileiro Série B,31,27,1936,0,0,4,3,22,8,55,28,620,42,22,30,58,22
216550,Rone Carlos de Paula,Midfielder,26,15/08/1995,Brazil,CSA,Brasileiro Série B,14,4,514,0,0,1,0,1,0,2,1,10,0,54,0,2,2
9541,Andrigo Oliveira de Araújo,Midfielder,26,27/02/1995,Brazil,CSA,Brasileiro Série B,24,12,1161,0,0,2,1,16,4,16,11,365,13,18,19,12,17
9578,Yago Henrique Severino dos Santos,Midfielder,26,07/07/1995,Brazil,CSA,Brasileiro Série B,28,24,1816,0,0,4,3,23,13,29,15,709,26,21,35,12,26
53963,Paulo Sérgio Luiz de Souza,Attacker,32,11/06/1989,Brazil,CSA,Brasileiro Série B,25,24,1941,0,0,10,4,56,24,13,7,446,20,13,9,25,40
48926,Pedro Bispo Moreira Junior,Attacker,34,29/01/1987,Brazil,CSA,Brasileiro Série B,19,10,973,0,0,5,2,16,8,26,14,237,15,13,10,19,35
10076,Rodrigo Pimpão Vianna,Attacker,34,23/10/1987,Brazil,CSA,Brasileiro Série B,32,28,2208,0,0,5,5,42,16,31,25,701,47,19,52,27,66
33617,Gabriel Santana Pinto,Attacker,31,06/01/1990,Brazil,CSA,Brasileiro Série B,14,10,902,0,0,0,0,7,3,12,8,447,20,27,21,27,11
10405,Pedro Lucas Schwaizer,Attacker,23,05/09/1998,Brazil,CSA,Brasileiro Série B,22,6,749,0,0,4,0,21,11,4,1,150,3,4,3,13,12
10211,Márcio Araújo,Midfielder,37,11/06/1984,Brazil,CSA,Brasileiro Série B,9,7,655,0,0,0,0,4,0,2,1,238,2,28,13,8,4
9375,Luis Carlos Dallastella,Goalkeeper,34,28/07/1987,Brazil,Juventude,Brasileiro Série B,5,5,450,8,18,0,0,0,0,0,0,93,0,52,0,0,0
53932,Marcelo Henrique Passos Carné,Goalkeeper,31,06/02/1990,Brazil,Juventude,Brasileiro Série B,32,32,2880,34,96,0,0,0,0,0,0,886,1,21,0,2,1
80267,Nery Rubén Bareiro Zorrilla,Defender,33,03/03/1988,Paraguay,Juventude,Brasileiro Série B,16,15,1387,0,0,0,0,5,1,0,0,737,2,39,12,6,29
96322,Wellington da Silva Pinto,Defender,30,30/09/1991,Brazil,Juventude,Brasileiro Série B,23,23,1952,0,0,0,1,2,0,6,5,1167,4,47,22,28,29
9271,Augusto de Souza Silva,Defender,24,16/04/1997,Brazil,Juventude,Brasileiro Série B,15,12,1216,0,0,0,0,4,1,2,2,564,3,51,10,6,23
53937,Élton Divino Célio,Defender,34,07/07/1987,Brazil,Juventude,Brasileiro Série B,23,23,1838,0,0,0,2,8,0,16,10,887,22,33,37,21,42
80358,Emerson dos Santos da Silva,Defender,38,03/05/1983,Brazil,Juventude,Brasileiro Série B,10,9,742,0,0,0,0,1,0,0,0,344,1,27,6,2,13
195578,Igor Inocêncio de Oliveira,Defender,23,20/04/1998,Brazil,Juventude,Brasileiro Série B,25,24,2142,0,0,1,4,19,7,35,24,986,32,35,34,12,53
53939,Genilson Ventura Mendes de Oliveira,Defender,31,27/10/1990,Brazil,Juventude,Brasileiro Série B,6,5,512,0,0,0,1,0,0,3,2,294,1,47,2,2,6
54867,Wellington Nascimento Silva,Defender,33,06/03/1988,Brazil,Juventude,Brasileiro Série B,6,6,505,0,0,0,0,4,0,6,4,206,5,37,14,6,12
9603,Hélder Silva Santos,Defender,33,21/10/1988,Brazil,Juventude,Brasileiro Série B,21,13,1372,0,0,0,1,10,4,22,18,753,13,48,38,29,31
9707,Luis Ricardo Silva Umbelino,Defender,37,21/01/1984,Brazil,Juventude,Brasileiro Série B,11,8,744,0,0,0,0,1,0,11,8,300,5,43,20,3,10
9534,Gabriel Bispo dos Santos,Midfielder,24,05/03/1997,Brazil,Juventude,Brasileiro Série B,22,14,1241,0,0,0,0,17,2,1,1,560,6,33,30,13,38
10062,Gustavo Costa da Silva Machado,Midfielder,25,08/06/1996,Brazil,Juventude,Brasileiro Série B,30,24,2087,0,0,5,3,13,7,11,9,1233,21,44,29,31,21
9317,Matheus Cotulio Bossa,Midfielder,28,21/02/1993,Brazil,Juventude,Brasileiro Série B,10,5,507,0,0,1,1,10,5,8,3,188,5,15,5,18,5
53949,João Paulo da Silva,Midfielder,36,22/02/1985,Brazil,Juventude,Brasileiro Série B,32,31,2645,0,0,4,1,25,8,11,7,1672,21,54,36,27,53
157843,Everton Sidnei de Brito,Midfielder,26,20/03/1995,Brazil,Juventude,Brasileiro Série B,7,2,362,0,0,1,0,5,2,9,4,77,2,8,11,9,11
42382,Wagner Ferreira Dos Santos,Midfielder,36,29/01/1985,Brazil,Juventude,Brasileiro Série B,8,6,539,0,0,1,2,11,5,7,5,256,12,27,6,16,10
77683,Renato Adriano Jacó Morais,Midfielder,37,15/09/1984,Brazil,Juventude,Brasileiro Série B,33,30,2230,0,0,6,4,43,16,33,20,990,51,32,26,34,57
