id,nome,posição,idade,data_nascimento,nacionalidade,time,id_liga,liga,total_chutes,chutes_no_gol,gols,gols_sofridos,assistências,defesas,total_passes,passes_chaves,%passes_certos,desarmes,dribles_tentados,dribles_realizados,faltas_sofridas,faltas_cometidas,total_jogos,minutos_jogados,jogos_escalados,chutes/min,chutes_no_gol/min,gols/min,sofridos/min,assistências/min,defesas/min,passes/min,passes_chaves/min,desarmes/min,dribles_tentados/min,dribles_realizados/min,faltas_sofridas/min,faltas_cometidas/min
10377,V. Cuesta,Defender,33,19/11/1988,Argentina,Internacional,1396.0,Brasileiro Série A,4,1,0,0,0,0,1341,2,53,29,15,12,26,34,26,2340,26,0.0017094017094017094,0.00042735042735042735,0.0,0.0,0.0,0.0,0.573076923076923,0.0008547008547008547,0.012393162393162393,0.00641025641025641,0.005128205128205128,0.011111111111111112,0.01452991452991453
10378,Rodrigo Modesto da Silva Moledo,Defender,34,27/10/1987,Brazil,Internacional,1396.0,Brasileiro Série A,3,1,1,0,0,0,453,1,34,16,3,3,24,14,18,952,10,0.0031512605042016808,0.0010504201680672268,0.0010504201680672268,0.0,0.0,0.0,0.47584033613445376,0.0010504201680672268,0.01680672268907563,0.0031512605042016808,0.0031512605042016808,0.025210084033613446,0.014705882352941176
10157,Rodinei,Defender,29,29/01/1992,Brazil,Internacional,1396.0,Brasileiro Série A,3,2,0,0,0,0,420,10,29,26,25,18,16,22,14,1041,11,0.002881844380403458,0.0019212295869356388,0.0,0.0,0.0,0.0,0.4034582132564842,0.009606147934678195,0.024975984630163303,0.024015369836695485,0.01729106628242075,0.01536983669548511,0.021133525456292025
10382,Uendel Pereira Gonçalves,Defender,33,08/10/1988,Brazil,Internacional,1396.0,Brasileiro Série A,3,1,0,0,1,0,489,15,33,12,13,8,5,19,12,1044,12,0.0028735632183908046,0.0009578544061302681,0.0,0.0,0.0009578544061302681,0.0,0.46839080459770116,0.014367816091954023,0.011494252873563218,0.012452107279693486,0.007662835249042145,0.004789272030651341,0.018199233716475097
10384,Heitor,Defender,21,05/11/2000,Brazil,Internacional,1396.0,Brasileiro Série A,3,2,0,0,4,0,319,11,25,23,7,6,13,12,10,763,9,0.003931847968545216,0.002621231979030144,0.0,0.0,0.005242463958060288,0.0,0.418086500655308,0.014416775884665793,0.03014416775884666,0.009174311926605505,0.007863695937090432,0.01703800786369594,0.015727391874180863
2470,R. Saravia,Defender,28,16/06/1993,Argentina,Internacional,1396.0,Brasileiro Série A,2,1,0,0,1,0,263,5,62,20,10,7,13,11,8,720,8,0.002777777777777778,0.001388888888888889,0.0,0.0,0.001388888888888889,0.0,0.36527777777777776,0.006944444444444444,0.027777777777777776,0.013888888888888888,0.009722222222222222,0.018055555555555554,0.015277777777777777
10387,Edenílson Andrade dos Santos,Midfielder,32,18/12/1989,Brazil,Internacional,1396.0,Brasileiro Série A,23,9,3,0,5,0,931,25,45,30,29,17,28,34,24,1975,22,0.011645569620253165,0.004556962025316456,0.0015189873417721519,0.0,0.002531645569620253,0.0,0.47139240506329116,0.012658227848101266,0.015189873417721518,0.014683544303797468,0.008607594936708861,0.014177215189873417,0.017215189873417722
10388,Patrick,Midfielder,29,29/07/1992,Brazil,Internacional,1396.0,Brasileiro Série A,22,9,4,0,2,0,605,15,36,56,100,62,55,33,24,1870,23,0.011764705882352941,0.004812834224598931,0.0021390374331550803,0.0,0.0010695187165775401,0.0,0.3235294117647059,0.008021390374331552,0.029946524064171122,0.053475935828877004,0.033155080213903745,0.029411764705882353,0.01764705882352941
21093,Boschilia,Midfielder,25,05/03/1996,Brazil,Internacional,1396.0,Brasileiro Série A,16,9,1,0,1,0,360,8,38,16,14,10,12,23,13,857,9,0.01866977829638273,0.010501750291715286,0.0011668611435239206,0.0,0.0011668611435239206,0.0,0.4200700116686114,0.009334889148191364,0.01866977829638273,0.01633605600933489,0.011668611435239206,0.014002333722287048,0.026837806301050177
197533,Bruno Praxedes,Midfielder,19,08/02/2002,Brazil,Internacional,1396.0,Brasileiro Série A,5,0,0,0,0,0,257,6,28,16,15,8,8,16,12,525,8,0.009523809523809525,0.0,0.0,0.0,0.0,0.0,0.4895238095238095,0.011428571428571429,0.030476190476190476,0.02857142857142857,0.015238095238095238,0.015238095238095238,0.030476190476190476
133185,J. Cardoso,Midfielder,20,20/09/2001,USA,Internacional,1396.0,Brasileiro Série A,3,1,0,0,0,0,252,1,31,9,6,3,7,3,7,399,5,0.007518796992481203,0.002506265664160401,0.0,0.0,0.0,0.0,0.631578947368421,0.002506265664160401,0.022556390977443608,0.015037593984962405,0.007518796992481203,0.017543859649122806,0.007518796992481203
125677,José Gabriel,Midfielder,22,21/01/1999,Brazil,Internacional,1396.0,Brasileiro Série A,1,0,0,0,0,0,863,2,48,29,12,8,14,19,19,1439,16,0.0006949270326615705,0.0,0.0,0.0,0.0,0.0,0.5997220291869354,0.001389854065323141,0.020152883947185545,0.008339124391938846,0.005559416261292564,0.009728978457261988,0.01320361362056984
10393,Rodrigo Dourado,Midfielder,27,17/06/1994,Brazil,Internacional,1396.0,Brasileiro Série A,3,2,1,0,0,0,256,1,22,14,2,1,9,10,10,552,6,0.005434782608695652,0.0036231884057971015,0.0018115942028985507,0.0,0.0,0.0,0.463768115942029,0.0018115942028985507,0.025362318840579712,0.0036231884057971015,0.0018115942028985507,0.016304347826086956,0.018115942028985508
80166,Thiago Galhardo,Midfielder,32,20/07/1989,Brazil,Internacional,1396.0,Brasileiro Série A,55,32,16,0,5,0,359,18,26,14,28,12,40,23,25,1757,19,0.03130335799658509,0.01821286283437678,0.00910643141718839,0.0,0.0028457598178713715,0.0,0.20432555492316448,0.010244735344336939,0.00796812749003984,0.01593625498007968,0.006829823562891292,0.022766078542970972,0.01309049516220831
10395,Rodrigo Lindoso,Midfielder,32,06/06/1989,Brazil,Internacional,1396.0,Brasileiro Série A,8,4,0,0,1,0,968,15,49,25,4,4,14,33,23,1405,14,0.0056939501779359435,0.0028469750889679717,0.0,0.0,0.0007117437722419929,0.0,0.6889679715302491,0.010676156583629894,0.017793594306049824,0.0028469750889679717,0.0028469750889679717,0.0099644128113879,0.023487544483985764
44492,Marcos Guilherme,Attacker,26,05/08/1995,Brazil,Internacional,1396.0,Brasileiro Série A,8,3,0,0,1,0,383,16,37,20,8,3,9,22,23,1123,15,0.007123775601068566,0.0026714158504007124,0.0,0.0,0.0008904719501335708,0.0,0.3410507569011576,0.014247551202137132,0.017809439002671415,0.007123775601068566,0.0026714158504007124,0.008014247551202136,0.019590382902938557
844,Abel Mathías Hernández Platero,Attacker,31,08/08/1990,Uruguay,Internacional,1396.0,Brasileiro Série A,14,8,2,0,1,0,144,8,5,9,5,2,9,12,17,846,10,0.016548463356973995,0.009456264775413711,0.002364066193853428,0.0,0.001182033096926714,0.0,0.1702127659574468,0.009456264775413711,0.010638297872340425,0.00591016548463357,0.002364066193853428,0.010638297872340425,0.014184397163120567
10007,Yuri Alberto,Attacker,20,18/03/2001,Brazil,Internacional,1396.0,Brasileiro Série A,21,14,6,0,0,0,122,7,9,3,9,6,11,23,14,552,5,0.03804347826086957,0.025362318840579712,0.010869565217391304,0.0,0.0,0.0,0.2210144927536232,0.012681159420289856,0.005434782608695652,0.016304347826086956,0.010869565217391304,0.019927536231884056,0.041666666666666664
10077,Luis Henrique,Attacker,20,14/12/2001,Brazil,Botafogo,1396.0,Brasileiro Série A,11,7,0,0,0,0,78,7,59,0,16,10,4,1,5,410,5,0.026829268292682926,0.01707317073170732,0.0,0.0,0.0,0.0,0.1902439024390244,0.01707317073170732,0.0,0.03902439024390244,0.024390243902439025,0.00975609756097561,0.0024390243902439024
10045,Diego Cavalieri,Goalkeeper,39,01/12/1982,Brazil,Botafogo,1396.0,Brasileiro Série A,0,0,0,36,0,59,442,0,15,0,0,0,1,1,20,1800,20,0.0,0.0,0.0,0.02,0.0,0.03277777777777778,0.24555555555555555,0.0,0.0,0.0,0.0,0.0005555555555555556,0.0005555555555555556
2497,Roberto Júnior Fernández Torres,Goalkeeper,33,29/03/1988,Paraguay,Botafogo,1396.0,Brasileiro Série A,0,0,0,7,0,35,152,0,46,0,0,0,0,0,8,720,8,0.0,0.0,0.0,0.009722222222222222,0.0,0.04861111111111111,0.2111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
51767,F. Barrandeguy,Defender,25,08/05/1996,Uruguay,Botafogo,1396.0,Brasileiro Série A,0,0,0,0,0,0,198,4,46,5,9,7,8,5,10,496,4,0.0,0.0,0.0,0.0,0.0,0.0,0.39919354838709675,0.008064516129032258,0.010080645161290322,0.018145161290322582,0.014112903225806451,0.016129032258064516,0.010080645161290322
9907,Victor Luis,Defender,28,23/06/1993,Brazil,Botafogo,1396.0,Brasileiro Série A,18,8,2,0,1,0,833,27,38,40,17,13,25,20,21,1817,21,0.009906439185470555,0.004402861860209136,0.001100715465052284,0.0,0.000550357732526142,0.0,0.45844799119427626,0.014859658778205834,0.02201430930104568,0.009356081452944413,0.007154650522839846,0.01375894331315355,0.01100715465052284
10052,Marcelo Benevenuto,Defender,25,07/01/1996,Brazil,Botafogo,1396.0,Brasileiro Série A,15,3,1,0,1,0,1065,4,50,22,10,9,15,25,24,2060,24,0.007281553398058253,0.0014563106796116505,0.0004854368932038835,0.0,0.0004854368932038835,0.0,0.5169902912621359,0.001941747572815534,0.010679611650485437,0.0048543689320388345,0.004368932038834952,0.007281553398058253,0.012135922330097087
146378,Warley,Defender,22,17/09/1999,Brazil,Botafogo,1396.0,Brasileiro Série A,5,2,1,0,0,0,109,3,10,0,11,6,11,14,11,408,5,0.012254901960784314,0.004901960784313725,0.0024509803921568627,0.0,0.0,0.0,0.26715686274509803,0.007352941176470588,0.0,0.02696078431372549,0.014705882352941176,0.02696078431372549,0.03431372549019608
10338,Kevin,Defender,24,07/09/1997,Brazil,Botafogo,1396.0,Brasileiro Série A,8,4,0,0,1,0,938,29,35,37,21,18,22,24,23,1753,21,0.004563605248146035,0.0022818026240730175,0.0,0.0,0.0005704506560182544,0.0,0.5350827153451226,0.01654306902452938,0.021106674272675412,0.011979463776383342,0.01026811180832858,0.012549914432401598,0.013690815744438107
1058,Rafael Forster,Defender,31,23/07/1990,Brazil,Botafogo,1396.0,Brasileiro Série A,8,1,0,0,0,0,686,8,43,17,20,11,17,19,20,1421,17,0.005629838142153413,0.0007037297677691766,0.0,0.0,0.0,0.0,0.4827586206896552,0.005629838142153413,0.011963406052076003,0.014074595355383532,0.007741027445460943,0.011963406052076003,0.013370865587614356
9418,Guilherme Oliveira Santos,Defender,33,05/02/1988,Brazil,Botafogo,1396.0,Brasileiro Série A,6,1,0,0,1,0,239,7,43,12,13,8,10,17,12,731,8,0.008207934336525308,0.0013679890560875513,0.0,0.0,0.0013679890560875513,0.0,0.32694938440492477,0.009575923392612859,0.016415868673050615,0.017783857729138167,0.01094391244870041,0.013679890560875513,0.023255813953488372
10059,Kanu,Defender,24,07/03/1997,Brazil,Botafogo,1396.0,Brasileiro Série A,9,1,0,0,1,0,1285,4,52,27,9,7,26,24,27,2430,27,0.003703703703703704,0.00041152263374485596,0.0,0.0,0.00041152263374485596,0.0,0.5288065843621399,0.0016460905349794238,0.011111111111111112,0.003703703703703704,0.002880658436213992,0.010699588477366255,0.009876543209876543
9882,José Welison,Midfielder,26,11/03/1995,Brazil,Botafogo,1396.0,Brasileiro Série A,4,0,0,0,1,0,322,6,28,16,10,8,9,13,10,664,9,0.006024096385542169,0.0,0.0,0.0,0.0015060240963855422,0.0,0.48493975903614456,0.009036144578313253,0.024096385542168676,0.015060240963855422,0.012048192771084338,0.01355421686746988,0.01957831325301205
10064,Rhuan,Midfielder,21,25/01/2000,Brazil,Botafogo,1396.0,Brasileiro Série A,18,4,0,0,1,0,176,13,16,5,39,22,27,5,22,926,10,0.019438444924406047,0.004319654427645789,0.0,0.0,0.0010799136069114472,0.0,0.1900647948164147,0.014038876889848811,0.005399568034557235,0.042116630669546434,0.023758099352051837,0.029157667386609073,0.005399568034557235
6857,Keisuke Honda,Midfielder,35,13/06/1986,Japan,Botafogo,1396.0,Brasileiro Série A,18,7,2,0,0,0,691,27,42,24,17,11,12,24,18,1294,15,0.013910355486862442,0.005409582689335394,0.0015455950540958269,0.0,0.0,0.0,0.5340030911901081,0.020865533230293665,0.01854714064914992,0.01313755795981453,0.008500772797527048,0.00927357032457496,0.01854714064914992
25352,Salomon Armand Magloire Kalou,Midfielder,36,05/08/1985,Côte d'Ivoire,Botafogo,1396.0,Brasileiro Série A,20,8,1,0,0,0,309,16,10,9,33,13,19,17,22,1067,11,0.01874414245548266,0.007497656982193065,0.0009372071227741331,0.0,0.0,0.0,0.28959700093720714,0.01499531396438613,0.008434864104967198,0.030927835051546393,0.01218369259606373,0.01780693533270853,0.015932521087160263
13369,C. Rentería,Midfielder,26,05/07/1995,Colombia,Botafogo,1396.0,Brasileiro Série A,3,2,0,0,0,0,155,1,14,11,4,1,6,13,10,496,6,0.006048387096774193,0.004032258064516129,0.0,0.0,0.0,0.0,0.3125,0.0020161290322580645,0.02217741935483871,0.008064516129032258,0.0020161290322580645,0.012096774193548387,0.02620967741935484
180236,Caio Alexandre,Midfielder,22,24/02/1999,Brazil,Botafogo,1396.0,Brasileiro Série A,24,9,4,0,0,0,1020,25,42,38,25,16,48,43,27,2114,26,0.011352885525070956,0.004257332071901609,0.001892147587511826,0.0,0.0,0.0,0.4824976348155156,0.011825922421948912,0.017975402081362345,0.011825922421948912,0.007568590350047304,0.02270577105014191,0.02034058656575213
159718,Matheus Babi,Attacker,24,18/07/1997,Brazil,Botafogo,1396.0,Brasileiro Série A,32,14,6,0,1,0,316,17,19,17,27,16,59,56,26,1729,17,0.01850780798149219,0.008097165991902834,0.003470213996529786,0.0,0.000578368999421631,0.0,0.1827646038172354,0.009832272990167727,0.009832272990167727,0.015615962984384037,0.009253903990746095,0.03412377096587623,0.032388663967611336
10144,Bruno Nazário,Attacker,26,09/02/1995,Brazil,Botafogo,1396.0,Brasileiro Série A,26,10,1,0,2,0,538,33,36,25,33,23,28,26,20,1461,18,0.01779603011635866,0.006844626967830253,0.0006844626967830253,0.0,0.0013689253935660506,0.0,0.3682409308692676,0.022587268993839837,0.017111567419575632,0.022587268993839837,0.01574264202600958,0.019164955509924708,0.01779603011635866
9329,Pedro Raul,Attacker,25,05/11/1996,Brazil,Botafogo,1396.0,Brasileiro Série A,46,22,6,0,1,0,354,15,17,14,34,13,29,32,22,1491,16,0.03085177733065057,0.014755197853789403,0.004024144869215292,0.0,0.0006706908115358819,0.0,0.23742454728370221,0.01006036217303823,0.009389671361502348,0.022803487592219986,0.008718980549966466,0.019450033534540577,0.021462105969148222
12788,Ramires,Midfielder,33,24/03/1987,Brazil,Palmeiras,1396.0,Brasileiro Série A,4,2,0,0,0,0,279,2,34,19,7,6,9,13,16,548,4,0.0072992700729927005,0.0036496350364963502,0.0,0.0,0.0,0.0,0.5091240875912408,0.0036496350364963502,0.03467153284671533,0.012773722627737226,0.010948905109489052,0.016423357664233577,0.023722627737226276
9921,Bruno Henrique Corsini,Midfielder,31,21/10/1989,Brazil,Palmeiras,1396.0,Brasileiro Série A,10,3,0,0,0,0,414,10,50,11,7,6,7,17,13,629,7,0.01589825119236884,0.0047694753577106515,0.0,0.0,0.0,0.0,0.6581875993640699,0.01589825119236884,0.017488076311605722,0.011128775834658187,0.009538950715421303,0.011128775834658187,0.02702702702702703
9902,Jaílson Marcelino dos Santos,Goalkeeper,40,20/07/1981,Brazil,Palmeiras,1396.0,Brasileiro Série A,0,0,0,5,0,9,84,0,28,0,0,0,0,0,4,360,4,0.0,0.0,0.0,0.013888888888888888,0.0,0.025,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
2410,Weverton Pereira da Silva,Goalkeeper,34,13/12/1987,Brazil,Palmeiras,1396.0,Brasileiro Série A,0,0,0,20,0,65,611,1,27,0,0,0,0,0,23,2070,23,0.0,0.0,0.0,0.00966183574879227,0.0,0.03140096618357488,0.2951690821256039,0.0004830917874396135,0.0,0.0,0.0,0.0,0.0
9913,Luan,Defender,28,10/05/1993,Brazil,Palmeiras,1396.0,Brasileiro Série A,5,0,0,0,0,0,798,4,45,20,4,4,8,13,20,1475,16,0.003389830508474576,0.0,0.0,0.0,0.0,0.0,0.5410169491525424,0.002711864406779661,0.013559322033898305,0.002711864406779661,0.002711864406779661,0.005423728813559322,0.008813559322033898
2502,G. Gómez,Defender,28,06/05/1993,Paraguay,Palmeiras,1396.0,Brasileiro Série A,9,3,1,0,1,0,868,8,57,10,3,2,17,22,17,1486,17,0.006056527590847914,0.002018842530282638,0.0006729475100942127,0.0,0.0006729475100942127,0.0,0.5841184387617766,0.005383580080753701,0.006729475100942127,0.002018842530282638,0.0013458950201884253,0.011440107671601614,0.014804845222072678
